feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
Cdk1	19	5.58230452674897	5.23267856970358	21269162	0.960088362304588	0	0	96.9135802469136	11.1708312309414
Stmn1	19	16.7201646090535	15.1129645564023	21248968	0.959176806673559	0	0	98.7654320987654	22.8111357304258
Smc2	19	7.06172839506173	6.45430896237849	21184964.5	0.956287693529526	0	0	97.9423868312757	21.4641423337648
Nusap1	19	5.39506172839506	5.06555292028678	21152651.5	0.954829087156076	0	0	95.4732510288066	6.61211416536867
Kif15	19	5.68106995884774	5.38424877551184	21097986	0.952361490625025	0	0	95.0617283950617	9.72731062018735
Tpx2	19	5.58230452674897	5.27317612361622	21072930.5	0.951230487252079	0	0	94.8559670781893	8.4724568369787
Birc5	19	5.80452674897119	5.28007684440151	21056498.5	0.950488748016213	0	0	96.5020576131687	9.57155079744642
Cdca8	19	4.47325102880658	4.13496701941712	21038534	0.949677831846379	0	0	95.679012345679	9.56935699712612
Cep128	19	7.63786008230453	6.94995011586967	21015895.5351562	0.948655933257383	0	0	97.9423868312757	26.9201237303381
Cit	19	4.33950617283951	4.14443344835889	21011963.5	0.948478441488141	0	0	93.8271604938272	6.8117499945155
Hjurp	19	5.02674897119342	4.57329044498847	20991543.1943359	0.94755667043657	0	0	96.2962962962963	25.8232235701906
Cep112	19	7.58847736625514	7.21202123129255	20935739	0.94503767332941	0	0	94.4444444444444	14.1127174604568
Xist	19	52.1399176954733	38.4245194110251	20882472.6787109	0.942633235619433	2.28876137115158e-248	2.53057057765852e-246	100	89.6079678827633
P2ry12	2	18.9717217217217	15.72833522682	156638178	0.93168405493412	0	0	99.8748748748749	40.0185392056663
Tanc2	2	38.7012012012012	31.7782102093537	155243331.5	0.923387506418785	0	0	100	35.9137689254391
Csmd3	2	26.1323823823824	23.4939681975132	155168503.5	0.922942429392528	0	0	95.0700700700701	19.623036151451
Nav2	2	23.8843843843844	19.6435648564211	154236566	0.917399264118062	0	0	99.7497497497498	33.2160768188625
Gpr34	2	9.6483983983984	8.04050259824153	153537110.5	0.913238902035161	0	0	97.997997997998	33.9243695481663
Plxdc2	2	46.712962962963	37.2386682846657	153267987	0.911638155161317	0	0	100	44.3182088275141
Atp8a2	2	8.19544544544545	6.79435686131786	153209751.5	0.9112917703433	0	0	98.4234234234234	25.19668195755
Zfhx3	2	20.4507007007007	15.743382468105	153111615.222656	0.910708055657779	0	0	100	53.1671143013334
Rapgef5	2	8.67617617617618	7.17673472916741	153084816	0.91054865385196	0	0	98.2232232232232	25.7457276638224
Siglech	2	11.8813813813814	9.39066286832075	152998142	0.91003311680468	0	0	99.6246246246246	31.1506191619328
Gm10790	2	5.69694694694695	4.86429893040427	152676354	0.908119121426944	0	0	95.8458458458458	21.2178832030043
Arhgap5	2	12.0365365365365	9.52832461915484	152442975.49707	0.906730985834968	0	0	99.2992992992993	46.5999572172177
Cx3cr1	2	28.1921921921922	21.1883417417846	151159401.5	0.899096286289379	0	0	100	52.886649395099
Frmd4a	2	12.5175175175175	9.44761520487045	151150106.672852	0.899041000647283	0	0	99.9499499499499	50.6429301452238
Mir99ahg	2	13.0175175175175	10.347491610166	150956324.5	0.89788838407014	0	0	99.0990990990991	26.3945998621444
Srgap2	2	26.7692692692693	19.8323263367472	150936612.728516	0.897771138431682	0	0	99.974974974975	70.4941411356452
Plcl1	2	13.5445445445445	10.7593616481502	150856375.5	0.897293887308267	0	0	98.998998998999	36.7504100016638
Slco2b1	2	8.00925925925926	6.29992072861015	150717598	0.896468438585711	0	0	99.0490490490491	29.4606992608086
Cfh	2	6.70245245245245	5.34920927987146	149974527	0.892048651460864	0	0	97.4974974974975	31.1292277707794
Qk	2	24.1278778778779	17.1904358128956	149614007.448242	0.889904280770694	0	0	99.974974974975	78.1308677774345
Bcl11b	3	4.58453548759377	3.50949382386117	126869898	0.8591912592162	0	0	91.7772648586267	20.7872685022182
Cd3g	3	9.51154068090017	6.4258894356827	124277485	0.841634859904848	0	0	92.6428159261396	27.2891580405136
Trbc2	3	9.61656087709175	6.50868115031194	122671296	0.830757389589162	0	0	91.8926716676284	29.6317160763327
Camk4	3	4.25620311598384	3.22543063517263	122227794.5	0.827753898467499	0	0	84.7951529140219	19.6371147571767
Cd3e	3	4.37132140796307	3.00094842953432	122100686.5	0.826893094728408	0	0	89.0363531448355	22.5641386756801
Trac	3	5.34824004616272	3.89608878920899	121755992	0.824558746658704	0	0	85.8049624927871	22.2449123301176
Cd3d	3	6.3266012694749	4.22379160818344	121737507.5	0.824433565500042	0	0	90.3058280438546	25.5404548975424
Skap1	3	13.3251586843624	7.85347828626835	120292026.5	0.814644445621005	0	0	98.730525100981	35.0961199915499
Icos	3	4.47143681477207	3.88483493227553	119733465	0.810861742504663	0	0	74.2354298903635	16.0692908950074
Ltb	3	7.24264281592614	4.94426007292682	119687268.5	0.810548889498299	0	0	91.200230813618	37.2767176020468
Cd247	3	4.4131563762262	3.13425582931636	119211132.5	0.807324390260519	0	0	87.6514714368148	28.3665469567871
Ets1	3	5.87795729948067	3.75519599159155	118937404.362305	0.805470642231894	0	0	95.0375072129256	47.076496960308
Cd2	3	4.04414310444316	2.92628755436453	117850514.877441	0.798109984110072	0	0	83.9873052510098	29.1880853461024
Gimap3	3	3.54039238315061	2.3738782878991	116984781.243164	0.792247042757501	0	0	86.6705135603001	29.7842874914912
Sntb1	3	3.14195037507213	2.464697599446	116710904.5	0.790392288339482	0	0	74.7836122331218	18.3719456376312
St6galnac3	3	7.65406809001731	6.22261960047432	116530500	0.789170548809721	0	0	73.9180611656088	19.4446400488229
Itk	3	3.45095210617426	2.07555600730799	115055438	0.779181099797932	0	0	85.3433352567802	27.8900546909842
Rabgap1l	3	9.80496249278707	5.73562465272886	114568749.22168	0.775885134790603	0	0	94.2873629544143	51.4048306457292
Lat	3	1.93941142527409	1.37602387040706	114347473	0.774386602841443	0	0	73.6872475476053	19.2826796235007
Lck	3	3.06433929601847	1.88003302650693	114260241.953125	0.773795854727125	0	0	84.9105597230237	29.3242259934746
Plac8	4	88.8328849028401	77.8703111737885	136337867	0.954000202082711	0	0	99.9103139013453	57.8152794682146
Ifitm3	4	66.2221225710015	53.1080180864027	133065665.149414	0.931103546183625	0	0	99.9701046337818	70.8290422245108
Ms4a4c	4	17.7796711509716	14.9742456290167	132862046.12915	0.929678757966281	0	0	99.6113602391629	46.5639921355678
Ms4a6c	4	22.2463378176383	17.486764743956	130010074.888672	0.909722591718275	0	0	99.8206278026906	55.6736260649752
Gpr141	4	11.0520179372197	9.39716352283905	129481154.5	0.906021564492444	0	0	96.6816143497758	27.4833817058328
Lyz2	4	214.951270553064	173.299388706795	129462449.681152	0.905890680818281	0	0	99.9701046337818	73.3171051399682
Ifitm2	4	17.4568011958146	14.2045308091467	128879106	0.90180883619251	0	0	98.2959641255605	41.0167587304559
Klra2	4	8.18056801195815	6.90180197881518	128644265	0.900165577673163	0	0	95.5455904334828	23.3873232843367
Cebpb	4	21.277130044843	16.5885943272136	128488181.102539	0.899073408102111	0	0	99.7010463378176	67.2268514184065
Msrb1	4	10.2	8.05563149517835	128168959.916504	0.896839714098473	0	0	98.6248131539611	43.6733451923977
Prdx5	4	33.0358744394619	25.0833653111031	127749674.902344	0.893905841088424	0	0	99.9103139013453	80.8070405392753
Wfdc17	4	11.0857997010463	9.49292450209493	127199941	0.890059174967942	0	0	92.5859491778774	24.6980619792154
Samhd1	4	25.7186846038864	18.5061810929792	126777776.333984	0.887105152101418	0	0	99.9701046337818	85.2939799644228
Pnp	4	13.278624813154	10.0357402517833	125988012.861328	0.881578921355035	0	0	99.1031390134529	64.9494429360547
Ifi211	4	10.5417040358744	8.25631409111271	125544348.427246	0.87847445764965	0	0	97.4289985052317	46.8986986237244
Ly6c2	4	41.339312406577	32.2006315714492	124691369.5	0.872505887898114	0	0	98.4753363228699	45.4779515026683
Cybb	4	17.6176382660688	12.5664960509204	123466531	0.863935296306575	0	0	99.6113602391629	51.7133227225915
Ms4a6d	4	8.33183856502242	6.47293022310687	123271887.619385	0.862573313546194	0	0	95.2466367713005	44.9279093717817
Lgals3	4	23.4687593423019	14.7009005275842	123015308	0.860777942867971	0	0	99.7010463378176	52.2095309427956
S100a6	4	30.4331838565022	20.6279221768842	122549652	0.85751959705491	0	0	99.6113602391629	60.7714633461286
Ms4a4b	5	20.8831007751938	16.8658754927739	126542121.5	0.915831087941904	0	0	99.8139534883721	38.3997759312856
Nkg7	5	15.9413953488372	12.8065106508632	123419183	0.893229252836503	0	0	98.1395348837209	27.842871814023
Cd3d	5	10.1190697674419	8.27797183074127	123397667.5	0.893073537383506	0	0	94.3875968992248	25.5975165717487
Skap1	5	20.853023255814	15.9038121644126	122879292.5	0.889321870076332	0	0	99.6589147286822	35.3841844832415
Trbc2	5	13.4840310077519	10.6306559727412	122833089.5	0.888987482259417	0	0	96.8372093023256	29.6097469890767
Cd3g	5	15.1767441860465	12.481384275674	122650867.5	0.88766867575824	0	0	95.0387596899225	27.4764261040052
Ctsw	5	5.83720930232558	4.91666033397529	122593224.5	0.887251492524891	0	0	93.3643410852713	23.0137242087574
Gimap4	5	7.65333333333333	5.94401580929263	122435411.5	0.886109342782433	0	0	97.8294573643411	32.4176080664737
Hcst	5	6.56434108527132	5.04128068008039	121620894.583984	0.880214389351123	0	0	96.8062015503876	48.611240780506
Cd3e	5	6.38170542635659	5.1457797424802	121161489.5	0.876889508648285	0	0	92.6201550387597	22.6682849407152
Lck	5	4.4768992248062	3.38834540163376	120280505.517578	0.87051350902447	0	0	95.968992248062	28.804500046681
Gimap3	5	4.65271317829457	3.55657369551986	120199310.615234	0.869925872158046	0	0	95.7829457364341	29.4183549621884
Itk	5	5.58728682170543	4.36102410113778	120178539	0.869775540468069	0	0	94.4806201550388	27.5254411352815
Ltb	5	8.32558139534884	6.08090302731597	118775700.5	0.859622691010256	0	0	96.8062015503876	37.1580618056204
Gimap6	5	5.95255813953488	4.29585008239736	117806724.044922	0.852609858045825	0	0	96.7751937984496	36.7332648678928
Klrd1	5	8.10139534883721	6.39154099350157	117593491.5	0.851066617018366	0	0	90.8837209302326	27.33871720661
Thy1	5	4.41116279069767	3.55893143975005	117517753	0.850518470108611	0	0	87.1007751937985	21.6646438241061
Ptprcap	5	5.94201550387597	4.22128447969522	117506873.050781	0.850439727982182	0	0	96.1240310077519	34.6232844739053
Il2rb	5	6.55286821705426	4.81939328474169	117359040	0.849369806740734	0	0	94.8217054263566	30.3286341144618
Ptpn22	5	5.72279069767442	4.09586510715999	117312077.052246	0.849029918907145	0	0	95.8759689922481	40.4584072448884
Klrb1c	6	6.79839298758218	6.48196825701976	114272542	0.963185049178661	0	0	96.9685902118334	7.34808797396783
Klre1	6	7.68188458728999	7.14282479176254	114255940	0.9630451135659	0	0	98.7216946676406	11.8252521289608
Gzma	6	52.5613586559532	49.2968597983225	113350922.5	0.955416865257177	0	0	96.2016070124178	16.2885693845053
Ncr1	6	5.81592403214025	5.58177296246727	111658523	0.941151899526061	0	0	91.9284149013879	4.97334471856177
Prf1	6	5.25493060628196	4.98939323119253	108589985.5	0.915287685856569	0	0	88.6413440467495	9.43896979068104
Nkg7	6	16.8940832724616	13.6754638083367	108545253.5	0.914910646955834	0	0	99.6347699050402	28.538459763218
Klrk1	6	7.77027027027027	6.32470012418548	107454962	0.905720753621295	0	0	97.845142439737	32.0024924419007
Txk	6	4.2008765522279	3.59269765028703	106473807	0.897450754456256	0	0	92.6588750913075	18.6771595393598
Klrd1	6	8.26040905770635	6.48876750777674	106284821.5	0.895857825788304	0	0	98.0642804967129	27.5991784172994
Ugcg	6	5.79401022644266	4.526118878447	105615564.129883	0.890216762050092	0	0	97.0416362308254	46.8140592185733
Il2rb	6	7.51497443389335	5.78812760367942	105529013	0.889487236366725	0	0	98.3929875821768	30.8278138053588
Clnk	6	4.29218407596786	3.77357153529259	103469689.5	0.872129526702559	0	0	84.1855368882396	10.622879693522
Gm2682	6	11.9258582907232	8.59090179306559	102102045.5	0.860601873336811	0	0	96.3111760409058	27.3499342272276
Itga2	6	2.69685902118335	2.50849503235318	101313199.5	0.853952816091682	0	0	77.136596055515	8.46045556299185
Samd3	6	2.64280496712929	2.28696272947034	100615441	0.848071520870846	0	0	80.8254200146092	12.7022224273615
Klrc2	6	2.39444850255661	2.11319489659321	99129385.5	0.835545795838408	0	0	76.5157048940833	10.8536613509958
Ctsw	6	3.57487216946676	2.45611192853071	99115085	0.835425259202444	0	0	91.0883856829803	23.9482125960629
Klri2	6	2.70379839298758	2.5791762979517	98700975	0.83193479199366	0	0	69.9780861943024	4.50716577046456
Gzmb	6	9.22132943754565	7.48354355676746	97670236.5	0.823246861407388	0	0	78.4149013878744	16.8516766287415
Ccl5	6	56.2772096420745	40.8580870739362	97413443.5332031	0.821082394405744	0	0	95.7268078889701	60.5040271399229
Cst7	7	7.47709923664122	5.50092026819546	88565521.0429688	0.778007180507398	0	0	85.4198473282443	41.4255794149463
Cd81	7	16.9492366412214	8.42112322088949	85485786	0.750953131151922	0	0	97.9770992366412	49.7364726460908
Cd63	7	11.9473282442748	7.35005327822266	85380039.703125	0.750024198794138	0	0	90	49.4833022624226
C1qa	7	95.9022900763359	50.6783033332578	85344145.4245605	0.749708884141964	0	0	99.8473282442748	68.3905268245529
C1qb	7	68.4587786259542	34.1581042721141	84060377	0.738431571699662	0	0	99.9236641221374	66.7311100370549
C1qc	7	58.5072519083969	28.9540746200819	83698329.5	0.735251151696848	0	0	99.7328244274809	63.3984671684043
Timp2	7	8.55	5.14591705217611	83419348.6223145	0.732800433589986	0	0	87.9770992366412	51.370572395222
Syngr1	7	4.28282442748092	2.51774352803559	82066502.8339844	0.720916308424287	0	0	81.6793893129771	38.8685585398974
Ctsd	7	63.7740458015267	34.5538105832248	81887592.0683594	0.719344660014306	0	0	99.236641221374	87.2287049184101
Hexb	7	35.3874045801527	10.0178908974442	79292413.7299805	0.696547217418372	8.42766006799956e-255	4.43861346321967e-253	99.1984732824427	75.8567515938227
Trem2	7	11.5923664122137	4.72074681222295	78795843	0.692185072996875	2.09634323146062e-260	1.16289417917021e-258	95.381679389313	55.0576538010081
Aif1	7	12.3809160305344	4.93034179407321	77892589.8330078	0.684250411274566	2.9379137694334e-228	1.2546368524624e-226	98.0916030534351	66.6206356878179
Cd9	7	13.6103053435115	5.6000634507176	77147028.9824219	0.677701003689874	4.9494676352986e-212	1.85160559218558e-210	95.381679389313	68.013072797993
Ctsl	7	11.4034351145038	4.60693807199421	77114542.8076172	0.677415627654509	3.72098479774523e-218	1.47040384571854e-216	92.0229007633588	59.1359985270087
Ctsz	7	22.9538167938931	10.153660288565	77078274.625	0.677097028427995	6.93338613921202e-206	2.46524638220771e-204	99.1603053435114	79.9258901240535
Ctsb	7	37.3225190839695	14.9425103380835	76757153.7431641	0.674276129855535	9.21248577599618e-199	3.07575080949366e-197	99.1603053435114	84.6831917880734
Sparc	7	7.09160305343511	1.67364176548833	76626090.5	0.673124799822342	1.78225921942152e-243	8.60093257085558e-242	84.1603053435115	39.0089530253861
Ccl12	7	9.08320610687023	4.39462869427155	76254260	0.669858440684779	1.17845345533588e-233	5.21898076893261e-232	73.0152671755725	40.0883794793896
Apoe	7	171.504961832061	83.6211210071859	76244435.1611328	0.669772134014915	1.399387747503e-189	4.28645478445298e-188	92.9389312977099	82.6831457570945
C4b	7	3.0087786259542	1.1448001684523	74591831	0.655254770048029	8.37632515674719e-217	3.26605866770028e-215	66.8702290076336	33.0019102856222
Skap1	8	20.5920948616601	15.3738537445008	94395595.5	0.856944625630721	0	0	98.3794466403162	36.4845311100393
Ms4a4b	8	16.0138339920949	11.4444364404745	92346448.5	0.838342004401669	0	0	96.0474308300395	39.5989802246262
Gimap4	8	6.23715415019763	4.35066158031775	90636393	0.822817732718302	0	0	93.4782608695652	33.7146007028182
Lck	8	4.31897233201581	3.16715442163661	90619265.7587891	0.822662247737992	0	0	89.8418972332016	30.232664967041
Ablim1	8	5.70750988142292	4.04146334842952	90416104.9868164	0.820817908171524	0	0	93.9525691699605	37.4744481958704
Cd81	8	23.6596837944664	15.50409914622	90393951	0.820616789254502	0	0	98.3399209486166	49.8151082937137
Hexb	8	66.1553359683794	42.5530024283349	90322481.2980957	0.819967971090711	0	0	99.6837944664032	75.876800110246
Ets1	8	6.90513833992095	4.76133623146646	90282977.7749023	0.819609349147444	0	0	95.5335968379447	48.07873400859
Itk	8	5.2395256916996	3.92344126164839	89976537.5	0.816827414828757	0	0	87.7075098814229	28.9878040377593
Il2rb	8	6.21699604743083	4.38707344930042	89836868.5	0.815559467968702	0	0	90.6324110671937	31.6015526309745
Prkcq	8	5.22845849802372	3.86430222433805	89782269.1875	0.815063803026263	0	0	88.9328063241107	32.3411194561198
C1qa	8	117.969169960474	73.9227058708076	89686321.7988281	0.814192770870259	0	0	99.802371541502	68.4581639449689
Cd247	8	5.02924901185771	3.71876875277964	89626898	0.813653308146701	0	0	88.2608695652174	29.6056409196353
Gimap3	8	4.33833992094862	3.16716005921546	89553597.4589844	0.812987869210208	0	0	88.4584980237154	30.9033280507132
Sparc	8	15.4249011857708	10.4877184300805	89535745	0.812825800538466	0	0	94.0711462450593	38.5263786490273
C1qc	8	76.0707509881423	47.478316618956	89463048.5	0.812165845223314	0	0	99.604743083004	63.4810170192241
Prkch	8	11.3719367588933	7.93465064759077	89407275.6018066	0.811659526203772	0	0	96.2055335968379	61.4713245595903
Pitpnc1	8	15.3351778656126	10.5678658005675	89336884.5097656	0.811020499904957	0	0	97.7470355731225	69.4710489446244
Gimap6	8	5.64071146245059	3.89730899569665	89303015.3320312	0.810713027827682	0	0	92.2134387351779	37.9567743861825
Lgmn	8	43.5229249011858	27.0411729087192	88684743.5	0.805100215907468	0	0	99.4466403162055	70.2266933094467
Gpr141	9	4.37663433150569	2.15012510911565	72759799.5	0.702260723061447	0	0	72.7962884858709	30.3217538560117
Trps1	9	9.29059468578659	4.13784169937989	71784068.3417969	0.692843192043191	4.61130539984615e-235	3.53624690817181e-233	89.6668072543231	58.9477779303401
Ldlrad3	9	2.18852804723745	1.66443083455037	70257894.5	0.678112915805174	0	0	51.8768452129903	18.0763421666896
Sirpb1b	9	1.55630535638971	0.928542072028869	69567126	0.671445778325252	0	0	57.0223534373682	22.2412925076663
Klra2	9	3.18768452129903	1.48417406315449	69445857	0.670275318040724	1.8016728387334e-269	1.73632858503008e-267	63.095740194011	26.7563732893954
Pid1	9	8.29017292281738	2.9034275340124	68254705.1855469	0.658778596770982	2.45509461194629e-165	8.97652656247859e-164	83.171657528469	53.135154926999
Fgr	9	3.373260227752	1.89314672141304	67687981.6445312	0.653308712488391	4.21511069148742e-178	1.79059011414041e-176	65.6263180092788	38.7775184218957
Cers6	9	6.81990721214677	2.10756339778456	67030632.9287109	0.646964135020506	3.73050067415928e-135	9.55866779882796e-134	87.8110501897933	63.4239553297634
Pde7b	9	3.29902994517081	1.33459221346685	66495155.5	0.641795830972752	2.05611949258664e-190	9.87824669913092e-189	56.7271193589203	26.4337040596824
Pstpip2	9	1.67946014339941	0.87573914930357	66442079	0.64128354889496	2.84897168899371e-196	1.47402325287118e-194	53.395191902151	25.1270081010573
Tmem51	9	1.18852804723745	0.688939965403044	66232317.5	0.639258979508118	5.83044958707772e-208	3.57863241290502e-206	49.6836777730915	22.1863700855874
Adgre4	9	2.888232813159	2.64657415601222	65940318	0.636440668003514	0	0	32.2226908477436	5.86068012266008
Gda	9	1.96794601433994	0.942727468868752	65537792	0.632555580334862	6.50938824118619e-187	3.03693062668636e-185	50.0632644453817	22.4106366424093
Xylt1	9	2.2539013074652	0.955558133864582	65030771.3847656	0.627661934856062	6.92804630805513e-124	1.58183857889363e-122	62.800506115563	39.2420705753124
Sirpb1c	9	1.5225643188528	0.484919575386284	65012345	0.627484087660525	3.56910958235438e-162	1.25384877982928e-160	53.4795444959932	24.5892260515355
Mob3b	9	1.53268663011388	0.737341305385055	64957907.9199219	0.626958673579127	4.91325259382922e-148	1.4852468164024e-146	53.0577815267819	28.2278365142569
Arhgef10l	9	0.925347954449599	0.599406263754373	64845175.5	0.625870606387204	1.37618736670704e-187	6.47670687086544e-186	43.4415858287642	19.5684012998307
Grk3	9	1.60565162378743	0.993747188801849	64493518.578125	0.622476495271965	6.82599392786513e-138	1.81082345078986e-136	49.6836777730915	28.5367751384503
Tgfbi	9	4.16490932096162	0.128546100676939	64434618.5	0.621908005367696	3.56278090109538e-117	7.47882843900289e-116	65.6263180092788	36.1664149388988
Zfyve9	9	1.56980177140447	1.26074872549848	64321115.5	0.620812500715437	4.28846556513188e-214	2.78018294719443e-212	36.7355546183045	14.7352281568951
